,Id,name,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,JF,MAM,JJAS,OND
49445,112301,AGRA,1984,0.1,0.2,0.0,58.1,1.3,46.3,156.0,277.1,126.7,0.3,0.0,0.4,666.4,0.3,59.4,606.1,0.7
49446,112301,AGRA,1985,21.0,0.0,5.0,15.8,2.3,26.8,409.8,227.0,174.1,115.2,0.0,19.9,1016.9,21.0,23.1,837.7,135.1
49447,112301,AGRA,1986,7.7,28.4,8.5,0.2,27.3,141.1,166.9,83.9,50.3,41.5,0.0,3.1,558.9,36.1,35.9,442.3,44.6
49448,112301,AGRA,1987,14.9,4.7,0.8,0.0,42.0,9.8,76.0,122.4,54.2,94.4,0.0,10.6,429.9,19.6,42.8,262.5,105.0
49449,112301,AGRA,1988,2.7,0.9,18.5,13.9,1.9,83.5,314.1,298.4,34.1,37.6,0.0,0.5,806.1,3.6,34.4,730.0,38.1
49450,112301,AGRA,1989,9.9,0.0,11.3,0.1,0.0,24.4,154.4,215.3,133.1,0.0,0.0,0.9,549.4,9.9,11.4,527.2,0.9
49451,112301,AGRA,1990,0.0,30.8,0.0,0.3,8.0,35.2,202.5,86.0,258.7,0.2,0.0,1.7,623.3,30.8,8.3,582.4,1.8
49452,112301,AGRA,1991,0.1,18.1,3.4,2.0,11.5,5.9,92.0,245.4,82.0,0.0,4.5,14.0,478.9,18.2,16.9,425.3,18.5
49453,112301,AGRA,1992,-999.9,-999.9,-999.9,-999.9,3.4,19.8,155.2,310.5,100.4,96.9,1.6,0.0,-999.9,-999.9,-999.9,585.9,98.5
49454,112301,AGRA,1993,0.0,12.6,9.3,0.3,0.7,26.1,171.7,175.5,333.1,1.0,0.0,0.0,730.3,12.6,10.3,706.4,1.0
49455,112301,AGRA,1994,23.3,18.9,0.0,14.1,1.0,29.5,532.6,249.0,10.3,0.0,0.0,0.0,878.7,42.2,15.0,821.4,0.0
49456,112301,AGRA,1995,29.3,0.2,0.5,6.9,0.0,52.2,191.0,377.4,102.2,0.0,0.0,0.6,760.4,29.6,7.3,722.8,0.6
49457,112301,AGRA,1996,6.5,52.5,0.3,0.1,22.3,309.3,177.3,371.0,223.8,1.4,0.0,0.0,1164.4,59.0,22.7,1081.4,1.4
49458,112301,AGRA,1997,1.7,1.0,1.8,5.2,21.9,72.3,203.4,81.6,58.1,21.4,8.7,24.2,501.3,2.7,28.8,415.5,54.3
49459,112301,AGRA,1998,0.0,1.9,12.8,2.0,0.6,65.0,105.1,306.1,123.3,68.5,0.0,0.0,685.3,1.9,15.4,599.5,68.5
49460,112301,AGRA,1999,6.1,4.3,0.0,0.0,1.0,61.4,210.4,248.4,197.7,37.0,0.0,0.0,766.2,10.4,1.0,717.8,37.0
49461,112301,AGRA,2000,4.0,1.6,1.2,1.4,9.2,53.3,145.1,86.0,51.1,0.0,0.0,0.1,353.1,5.6,11.9,335.5,0.1
49462,112301,AGRA,2001,0.4,2.5,0.1,5.5,30.6,71.1,203.7,62.9,45.4,19.2,0.0,0.0,441.4,2.9,36.2,383.1,19.2
49463,112301,AGRA,2002,17.4,26.0,0.0,0.1,31.7,19.4,23.4,204.6,85.3,5.1,0.0,7.9,421.0,43.4,31.8,332.7,13.1
49464,112301,AGRA,2003,3.7,11.5,0.0,0.0,4.0,75.9,167.1,78.8,266.9,0.0,0.0,6.6,614.6,15.3,4.0,588.7,6.6
49465,112301,AGRA,2004,11.3,0.0,0.0,1.9,13.3,8.7,85.9,176.0,35.2,47.3,0.0,0.0,379.6,11.3,15.2,305.8,47.3
49466,112301,AGRA,2005,0.0,2.9,9.9,0.4,3.9,8.7,335.1,39.2,41.6,0.0,0.0,1.4,443.1,2.9,14.2,424.7,1.4
49467,112301,AGRA,2006,0.0,0.0,1.6,0.0,13.9,41.8,167.4,56.5,28.4,2.6,0.0,0.1,312.4,0.0,15.6,294.2,2.7
49468,112301,AGRA,2007,1.6,47.4,24.5,0.0,0.0,69.1,57.0,81.8,30.7,0.0,0.0,0.0,312.2,49.1,24.5,238.6,0.0
49469,112301,AGRA,2008,4.9,0.0,0.0,2.6,26.2,108.1,183.5,118.8,45.3,0.0,0.0,0.0,489.4,4.9,28.8,455.7,0.0
49470,112301,AGRA,2009,0.0,0.0,1.7,0.8,2.4,3.3,62.0,92.7,94.0,57.6,16.6,1.4,332.4,0.0,4.9,252.0,75.6
49471,112301,AGRA,2010,1.7,2.9,0.0,0.0,3.7,19.8,141.4,123.0,175.6,1.9,29.7,1.2,501.1,4.7,3.7,459.8,32.9
49472,112301,AGRA,2011,1.0,10.8,1.1,2.1,8.5,80.2,114.9,129.8,60.1,1.0,1.1,1.1,411.6,11.7,11.7,385.0,3.2
49473,112301,AGRA,2012,22.1,0.6,0.0,0.0,0.4,4.1,214.7,307.0,107.2,0.0,0.0,0.0,656.1,22.7,0.4,633.0,0.0
49474,112301,AGRA,2013,10.5,27.7,2.3,-999.9,3.1,72.1,160.0,269.1,76.0,83.2,0.1,4.9,-999.9,38.2,-999.9,577.3,88.3
49475,112301,AGRA,2014,41.9,-999.9,19.7,1.7,8.7,13.9,-999.9,149.7,46.7,5.3,0.0,11.7,-999.9,-999.9,30.1,-999.9,17.0
49476,112301,AGRA,2015,32.0,0.5,71.8,25.5,13.4,27.2,57.2,105.0,23.9,14.0,0.0,2.9,373.3,32.5,110.8,213.2,16.8
49477,112301,AGRA,2016,0.3,0.0,6.7,0.0,15.8,35.7,349.4,162.4,45.0,6.8,0.0,0.0,622.1,0.3,22.5,592.6,6.8
49478,112301,AGRA,2017,12.4,0.0,11.1,1.6,20.0,43.3,82.0,70.9,78.1,0.0,0.0,3.0,322.2,12.4,32.6,274.2,3.0
49479,112301,AGRA,2018,1.0,1.3,0.0,52.9,20.2,43.7,360.6,187.5,137.7,1.8,0.1,1.5,808.3,2.3,73.1,729.5,3.4
49480,112301,AGRA,2019,14.6,17.1,4.2,11.4,2.3,16.2,206.6,159.4,113.3,11.7,16.9,12.6,586.3,31.7,18.0,495.5,41.1
